gene	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue
Hsa.215	8.459793833	9.653523236	8.580733906	9.334979662	8.422010493	7.627016043	8.423900717	7.840353584	9.67635978	7.922980442	8.234382491	8.16181862	7.467175596	7.795329577	8.287739186	7.741010227	8.839023923	7.953225805	8.266389851	8.309614239	8.677464481	8.364022365	7.222673391	7.819681573	9.48752272	7.391196461	7.624670483	6.920391277	7.394490355	7.209453366	7.2303335	8.05745988	8.392644264	7.569140207	7.116949255	8.040541617	7.828891962	6.939871117	7.181798281	7.262749571	9.186874236	7.249445341	6.898411223	7.793801511	7.673434465	7.256560253	7.551542065	7.048583551	8.179487774	8.319854913	7.619792814
Hsa.1448	8.897418058	7.628630154	7.921474339	7.512154232	8.078190414	7.804297593	8.27537509	7.604266258	6.633344487	7.846027168	8.379815037	7.374852985	8.092271217	8.036731081	7.800240279	8.489976761	7.919272795	7.902840911	8.143758436	6.373084048	7.048583551	8.238864658	7.709543009	7.682179079	8.033139657	7.505072637	7.838932457	8.567691781	6.97612708	7.941511497	6.872203213	7.506774011	7.861367111	8.069186408	8.226741577	7.746359365	7.942946719	8.509620506	7.780932342	7.990432488	8.260015788	8.422010493	7.835299637	7.607333894	7.857143259	8.174119487	7.79656824	8.184219496	7.541837294	8.033139657	8.103694752
Hsa.2589	7.751258969	8.758763734	7.485682611	9.554209748	8.488282018	8.882320596	9.281633944	9.080381297	9.470919584	8.93661467	8.578391562	8.941594792	8.856498322	9.059884329	9.350441283	8.859445614	9.418934267	9.459195271	8.234382491	8.888170731	8.977667693	8.420019963	8.708504327	8.399016692	8.580733906	9.296376362	8.599441382	7.520791012	8.47911397	9.629040452	8.913698706	9.615239242	9.159796889	7.875612627	8.181835142	8.974534401	7.349076438	8.159747663	9.046989305	8.885192528	9.722867011	9.408260565	8.877105985	9.39683711	9.64573948	8.745290472	8.565988956	8.509620506	8.338533683	9.596726593	8.329681343
Hsa.2132	6.898411223	7.792006219	7.187267455	8.120981968	7.349076438	8.440507528	8.181835142	7.198657321	8.168207062	6.868342655	8.135973187	8.47911397	8.096291783	7.939724225	8.107368118	7.823467916	8.716947209	8.166231127	8.107368118	7.825552793	8.680084407	7.865337165	8.017000538	8.048079	7.744621198	8.888170731	8.117040613	8.02079001	7.478238584	8.388632574	7.777172578	8.146926652	8.376023834	7.604266258	7.666889422	7.84386332	7.33659294	7.968048004	7.788301556	7.904332587	8.152674928	8.102137425	6.639547273	8.113457362	7.948603673	8.438301572	8.148914429	7.409035009	7.834080542	7.998354761	8.069186408
Hsa.24206	7.026327102	7.939724225	7.555297895	8.882320596	8.07102113	7.378279471	6.959227951	7.151988732	8.279415128	8.179487774	8.117040613	8.457860749	8.137725788	9.212556396	9.191171874	8.367746578	8.780664641	8.279415128	7.966365899	9.377950409	8.897418058	9.020672187	8.220768372	8.076362206	9.077360168	8.306963505	7.481894458	8.527957446	7.884410825	8.367746578	7.614484257	7.45804008	8.081939517	8.24290594	8.509620506	8.373422994	8.900162716	8.812858399	7.78982389	9.046989305	8.271060089	8.559191418	8.810410451	6.596211402	7.837302381	7.766771466	9.496367698	8.231172396	9.880658867	8.949945287	8.376023834
Hsa.5633	8.175753155	9.039771207	8.908122856	9.037473447	8.754036199	9.430693992	8.756738161	9.370907429	9.658603091	8.040541617	7.992714532	9.852448713	8.859445614	8.900162716	8.614979909	8.799408017	8.494642065	8.697880066	9.039771207	9.687543878	10.02314668	9.932365506	9.435092866	9.94446766	9.105664393	9.834733283	9.362195894	9.741851857	10.68987049	8.85334578	10.14933268	9.243884942	8.944298326	10.19499112	9.116165762	10.43814862	10.20112258	9.288671499	9.82501082	9.653523236	9.342584781	9.258111214	9.751724911	9.757673622	9.105664393	9.430693992	8.910869966	9.455329209	10.19499112	9.281633944	9.606129657
Hsa.1830	9.773846685	8.371641764	9.727550513	8.922592075	9.011293544	8.236747971	8.390773623	9.004873308	7.469035179	8.703048998	9.170871621	8.649342529	8.938852044	9.67635978	8.810410451	9.331376048	9.773846685	8.498479295	9.370907429	7.286325236	8.150741456	8.66483491	9.67635978	8.003575942	8.714387342	8.420019963	8.115266044	10.00192298	6.954485271	9.008060785	8.086803965	7.992714532	8.127393645	8.751138544	8.85334578	8.494642065	9.353828732	8.455946276	8.697880066	8.986787544	8.145328209	8.977667693	8.546409083	8.605811642	9.228806668	8.3654363	8.967930906	8.928775281	8.350349668	8.711193463	8.573669174
Hsa.1164	10.34968751	9.109744313	9.624370681	9.147197127	8.888170731	9.228806668	9.459195271	8.159747663	8.64200859	9.649613721	9.322722304	8.516848222	8.910869966	8.916461716	9.200456085	9.322722304	9.080381297	8.833901567	9.430693992	7.384352064	8.410565556	9.039771207	7.506774011	8.468583974	9.462797437	8.133821689	9.658603091	9.880658867	8.143758436	9.269855121	8.012906536	8.754036199	9.094830707	9.216101605	9.430693992	8.311478798	9.475300008	9.116165762	9.852448713	9.043393811	8.143758436	9.615239242	9.727550513	8.894609009	8.850525627	9.276508672	8.949945287	9.682219299	8.989418307	9.491849218	8.279415128
Hsa.4996	7.185398207	9.150367227	8.415351282	8.388632574	8.125645103	7.982779261	7.939724225	8.05745988	8.731604804	7.459756823	7.921474339	9.475300008	9.346173054	8.523638464	7.837302381	8.692485582	7.859085863	8.352395182	8.309614239	8.410565556	9.557711659	9.35816553	9.228806668	9.735765091	7.825552793	9.600521433	8.949945287	8.845244691	9.094830707	7.938030574	9.307634541	9.366127938	8.023212419	9.634275318	8.885192528	8.941594792	8.810410451	8.946531371	9.653523236	9.008060785	8.554660638	8.302083892	8.775685675	8.509620506	8.046321361	8.457860749	8.739153972	8.224342502	9.499967692	7.694567955	8.780664641
Hsa.12209	7.982779261	8.420019963	8.05745988	8.402620827	7.430603625	7.768923842	8.563906633	7.814543188	8.21678653	8.003575942	9.094830707	9.219246213	8.447097894	9.439292357	8.66483491	8.331489102	9.011293544	9.499967692	8.556803302	6.984247547	6.989973998	8.734691048	8.989418307	8.908122856	9.119551134	8.006051844	7.78982389	9.653523236	8.530428363	7.992714532	8.617558703	9.64573948	7.539514062	7.385890226	8.514452549	8.05745988	9.098522438	8.680084407	7.609577925	9.906949252	8.141775895	7.919272795	7.232009256	7.798519881	8.64400336	7.741010227	7.852100556	8.874443006	9.147197127	8.913698706	8.354852941
Hsa.17	9.350441283	7.143740336	7.7866069	8.102137425	8.897418058	9.239427608	9.629040452	8.628439072	7.430603625	8.745290472	9.880658867	7.209453366	8.649342529	8.992430387	8.799408017	8.93661467	8.726265411	8.390773623	7.593903107	7.120548937	8.236747971	8.222401511	9.545760415	7.906099223	8.003575942	8.998064444	9.76855173	8.847645401	8.074582605	9.258111214	8.257831868	8.689825554	8.786242748	8.377839538	9.459195271	8.891377536	7.751258969	9.362195894	9.206971403	7.994636291	8.139559604	8.523638464	8.64400336	8.325617371	8.967930906	9.462797437	8.689825554	9.513043362	8.406811902	9.560880714	9.024599489
Hsa.21596	7.497428229	8.726265411	8.578391562	9.090840628	8.05745988	7.756684365	7.443083907	7.190874482	9.126627878	7.838932457	8.194081649	7.764841635	8.335961528	8.069186408	8.585541692	8.264374493	9.102038766	8.511599642	8.461959936	8.880111282	8.714387342	8.396783605	7.809264024	7.945139841	9.389539057	8.229084711	7.657162832	7.053277786	7.455634793	8.559191418	8.049861721	8.184219496	8.273356461	7.946662952	7.478238584	8.168207062	7.969530424	7.127277141	7.891467206	7.398829182	8.264374493	8.390773623	7.644650617	7.988362179	8.910869966	8.231172396	8.245023588	8.067530644	7.84386332	8.440507528	8.175753155
Hsa.1948	7.662625884	8.477107363	8.357051061	8.756738161	7.261162257	7.977196817	7.924784733	7.139820327	8.817628415	8.65617283	8.3654363	8.194081649	7.713000629	8.27537509	8.298095836	8.523638464	8.306963505	8.17761886	8.249138691	7.973324269	8.146926652	8.309614239	7.463803841	7.264494057	8.938852044	7.737627889	7.392836733	7.271928338	6.868342655	7.600933211	7.512154232	8.109702615	8.812858399	7.24290978	7.84386332	8.141775895	8.025278903	7.924784733	7.714499241	7.369429896	8.492110974	8.008233418	7.861367111	7.054970979	8.505387716	7.080662821	8.406811902	8.052213929	8.3654363	8.342436748	7.700007829
Hsa.561	8.113457362	9.508925058	8.877105985	9.35816553	8.386062732	8.408629008	9.300030704	8.498479295	9.731546231	7.930841283	8.102137425	8.27537509	8.989418307	8.58298811	8.543651785	8.967930906	8.507626503	8.578391562	7.834080542	8.554660638	9.435092866	9.969444316	8.090538462	9.67635978	9.629040452	9.554209748	8.154216248	8.298095836	9.105664393	8.229084711	9.140171321	9.496367698	8.635363553	8.96529834	8.447097894	9.264425952	8.044630318	8.117040613	8.352395182	8.035076659	8.992430387	8.810410451	9.534353719	8.677464481	9.004873308	7.061716978	7.777172578	8.597371375	6.846103016	7.888210019	8.406811902
Hsa.26083	6.609240709	7.236301267	7.414460197	8.423900717	6.948122271	7.167002072	7.648168516	7.306633566	7.660780334	7.591905945	7.023875947	8.885192528	7.584771001	8.986787544	8.570555354	8.527957446	8.891377536	8.350349668	7.932570059	8.783318291	7.804297593	7.78982389	7.539514062	8.096291783	8.440507528	7.835299637	8.155929707	7.65368069	8.298095836	8.400927626	8.115266044	9.322722304	7.867389352	7.537611701	7.461721031	7.461721031	7.703578771	7.584771001	8.080021469	7.718757127	8.137725788	7.917229617	6.828521438	8.492110974	8.561881028	7.928491631	7.835299637	6.954485271	7.527287813	8.370043316	7.852100556
Hsa.2393	7.37300123	7.96241002	7.499364994	8.961841275	7.763449057	7.730050435	8.521490896	8.100541113	8.313852914	8.719470523	8.705788994	8.100541113	8.102137425	8.481221978	8.468583974	7.641067	8.817628415	9.163272287	7.733823368	8.376023834	8.240969783	8.03877919	7.802165068	8.538998044	8.647095705	8.597371375	7.658790794	6.770650041	7.777172578	9.119551134	7.569140207	8.799408017	8.737275151	7.084647251	7.038819892	8.731604804	7.288101017	7.099149255	8.316072732	8.610767086	8.66483491	8.820228383	7.909462465	8.833901567	9.545760415	8.408629008	8.061135105	7.818047117	8.009989304	9.024599489	8.27537509
Hsa.21901	8.654340369	8.828082214	7.505072637	9.382295256	8.874443006	9.200456085	8.573669174	8.025278903	8.61302124	9.020672187	7.768923842	8.903231228	8.922592075	7.994636291	8.175753155	7.127277141	6.668173581	7.010314234	7.148965257	7.570792199	7.998354761	8.218927218	7.768923842	7.485682611	7.508565389	7.323659163	7.10297639	7.609577925	4.94142441	8.432314241	6.822989129	7.461721031	7.779029848	7.228969157	7.207669333	7.687655621	9.197576985	8.067530644	7.660780334	8.697880066	8.651843902	8.888170731	8.145328209	6.466500823	8.109702615	8.449255833	7.766771466	7.311607704	8.845244691	8.11160687	8.166231127
Hsa.3069	8.152674928	8.897418058	8.194081649	7.62330923	7.553535161	8.589953721	8.64200859	8.767093031	8.775685675	7.16540952	8.07102113	7.689449095	8.605811642	6.974198072	7.099149255	7.51606981	7.514025514	7.530860638	7.915176794	7.795329577	7.58654806	7.911598811	7.331506439	6.254827473	7.950075146	6.523921068	8.486009091	8.313852914	8.432314241	8.708504327	8.658194203	8.006051844	8.739153972	8.302083892	9.039771207	9.143441643	9.073884139	8.786242748	9.140171321	8.379815037	8.20031725	9.296376362	8.906324265	8.745290472	8.585541692	9.671824379	9.649613721	9.346173054	8.311478798	8.567691781	8.705788994
Hsa.2191	8.171852316	8.561881028	8.815382779	9.062217654	7.942946719	8.662659763	7.658790794	7.127277141	9.094830707	9.261315076	8.311478798	8.003575942	8.123058374	7.84386332	8.090538462	7.900776259	8.100541113	7.79656824	8.370043316	7.775353274	8.214622295	7.942946719	7.8632151	7.739353807	8.141775895	8.081939517	6.575370893	7.696841923	7.958040934	8.850525627	7.632043011	8.21678653	9.228806668	7.884410825	7.964538375	8.804904374	8.092271217	7.779029848	7.84386332	8.338533683	8.196096796	8.585541692	8.399016692	8.169948432	8.934154538	8.739153972	9.043393811	9.147197127	8.85334578	9.102038766	8.828082214
Hsa.1591	9.76855173	7.93619623	8.120981968	8.236747971	9.22231347	9.020672187	10.18594865	7.123944488	7.579600616	8.734691048	9.629040452	8.651843902	9.147197127	9.691163781	9.269855121	9.829554471	10.05457369	9.261315076	9.42624852	7.689449095	8.474751997	9.191171874	9.864054562	8.737275151	9.346173054	8.498479295	10.05457369	10.17819337	8.150741456	8.630865396	8.554660638	8.804904374	8.346159825	9.116165762	9.996889155	8.436317287	9.254600824	9.873864535	10.26541277	9.209238738	8.333800973	8.472457636	8.117040613	8.426076694	8.295805217	8.772963679	7.953225805	8.974534401	8.841993909	8.783318291	8.651843902
Hsa.726	7.291418785	8.139559604	7.682179079	7.751258969	7.827293527	7.183569754	7.239758653	7.684273544	7.25494783	6.405396785	6.994760364	9.197576985	8.772963679	8.632833417	8.24290594	8.850525627	7.32544909	8.404937585	7.898922173	8.984044448	9.39683711	8.894609009	8.055427642	9.957108362	7.722474839	9.303721101	8.739153972	8.928775281	9.191171874	7.724378522	9.153570827	8.922592075	8.143758436	9.529459522	9.254600824	9.209238738	8.728951837	8.989418307	9.346173054	9.147197127	8.295805217	8.150741456	8.919813887	7.861367111	8.031160912	8.662659763	8.428452031	8.428452031	9.574248948	8.069186408	8.371641764
Hsa.962	7.259652158	8.226741577	7.847851466	7.55743529	7.014457884	7.711181803	7.932570059	8.455946276	8.208751186	7.389333656	7.136285008	8.509620506	7.857143259	7.213279856	7.207669333	7.37300123	7.286325236	7.09319348	7.261162257	7.886301346	7.751258969	7.875612627	7.268028042	8.306963505	7.200876462	8.186176556	7.37300123	7.362223827	7.461721031	7.35237667	7.652164945	7.476227492	7.374852985	8.317592775	7.671911958	7.553535161	7.984850243	7.163795736	7.895054347	7.733823368	8.131894291	8.072561395	8.012906536	7.705508651	7.268028042	8.052213929	8.459793833	7.838932457	7.344030972	7.128922298	7.816226012
Hsa.1793	9.250568148	8.238864658	9.400878404	9.130525311	9.483099647	8.382241907	9.119551134	7.915176794	7.489081392	8.756738161	8.745290472	9.094830707	8.554660638	9.42624852	8.825353264	9.932365506	9.250568148	8.02079001	9.538301597	8.249138691	7.080662821	8.58298811	9.868422069	8.319854913	8.919813887	8.556803302	8.874443006	9.722867011	7.308471152	8.554660638	7.698513124	7.591905945	8.033139657	8.094350164	8.925642011	8.194081649	9.67635978	9.404237866	9.377950409	9.123467706	8.127393645	8.410565556	8.100541113	7.766771466	8.974534401	8.516848222	8.085349094	9.322722304	8.974534401	8.866110817	7.779029848
Hsa.1312	9.143441643	8.468583974	7.755003844	8.123058374	8.714387342	8.530428363	8.617558703	7.921474339	7.968048004	8.423900717	8.249138691	7.543522076	8.371641764	8.135973187	8.003575942	8.486009091	8.516848222	7.749495341	8.399016692	6.665890605	7.47478143	7.941511497	8.137725788	7.259652158	9.338937257	7.875612627	7.627016043	8.300060973	6.916176116	7.244663063	6.824728852	6.939871117	7.323659163	7.202559909	8.461959936	7.633673774	8.986787544	8.59521717	7.510149052	7.153597793	8.127393645	8.388632574	7.561132706	7.490827591	7.44163367	7.846027168	8.033139657	8.081939517	7.694567955	7.703578771	8.092271217
Hsa.10909	8.780664641	8.148914429	7.873887599	8.05745988	8.107368118	8.212145685	8.578391562	8.175753155	7.492972173	8.556803302	8.245023588	9.587964687	8.300060973	7.192571223	7.427064076	7.896654671	7.621433929	7.450806835	7.555297895	6.348271262	6.699320569	7.487465343	7.938030574	6.670592293	7.671911958	7.32544909	7.968048004	8.362090172	5.606045755	7.969530424	6.912352402	7.42135498	7.893154714	7.837302381	7.737627889	7.579600616	7.730050435	8.317592775	7.92670823	7.139820327	11.02115226	8.841993909	7.761786051	7.499364994	7.078784385	8.620154777	7.840353584	8.062939192	7.381072605	8.379815037	7.875612627
Hsa.1098	10.00889506	10.66370916	9.713562791	10.19499112	11.71348498	10.21046004	9.957108362	7.956244054	9.682219299	11.04101204	10.43814862	8.872171928	10.12872777	10.64331159	10.47031135	10.7461311	10.80830408	9.67635978	11.49923365	9.919152872	9.193869887	10.72223615	11.14978768	10.24215281	10.97222513	10.00889506	10.98638845	11.9366507	10.15649252	11.3248409	9.919152872	10.33248201	11.38387506	10.56539695	11.19828413	11.38387506	11.97838427	12.07438309	11.00494963	11.10387059	8.120981968	11.97838427	10.79857266	11.59457594	11.49923365	11.9366507	11.18382795	11.9366507	11.77686565	11.74489384	11.89052177
Hsa.268	6.968185536	7.825552793	7.775353274	8.654340369	7.485682611	7.809264024	8.47911397	7.65552149	8.384086025	7.763449057	7.298780982	8.708504327	7.953225805	8.801722438	8.839023923	8.16181862	8.322193486	9.034035244	7.478238584	7.909462465	7.600933211	7.982779261	7.257939812	7.639473753	7.151988732	8.141775895	7.70162954	7.088827554	8.420019963	8.551822356	8.090538462	7.616163441	7.841886911	7.180087209	7.385890226	7.664153629	6.939871117	6.888949418	7.306633566	8.919813887	8.477107363	8.551822356	7.588169367	7.228969157	8.59521717	7.78982389	7.709543009	7.447221902	8.17761886	8.261975841	7.461721031
Hsa.37169	8.031160912	8.331489102	8.587660787	8.313852914	8.338533683	8.459793833	6.898411223	9.279102424	8.742350731	8.092271217	7.948603673	7.735854058	7.904332587	7.500794345	7.358651201	7.241374292	7.857143259	7.932570059	7.891467206	7.673434465	7.942946719	7.529053914	7.964538375	6.83820154	8.24290594	7.104723865	7.650019834	7.25494783	7.425496123	7.362223827	7.591905945	6.985768502	8.451132659	7.363633166	7.707433725	8.029533927	6.646401928	7.703578771	7.635569517	7.92670823	8.677464481	7.0517808	8.168207062	7.802165068	6.974198072	8.127393645	7.714499241	7.855598944	7.928491631	8.107368118	7.911598811
Hsa.22191	7.595513767	8.32742588	8.246736768	8.739153972	7.577962339	7.986398089	7.35237667	8.014949142	8.257831868	8.501070539	8.081939517	7.784463877	7.632043011	8.006051844	8.163556352	8.042489012	8.02079001	8.074582605	7.728156421	7.296719385	7.827293527	7.891467206	7.213279856	7.234270451	8.47911397	7.385890226	5.783182027	6.952305381	7.436426776	7.909462465	6.103304731	7.207669333	7.344030972	7.268028042	7.439715622	6.66082173	7.536045378	7.588169367	7.288101017	6.959227951	8.470475857	7.737627889	7.847851466	6.341113459	7.780932342	7.280936863	7.907785216	6.238472542	7.747976375	7.217066508	7.09319348
Hsa.8052	7.333608399	8.697880066	10.50361691	7.259652158	9.906949252	9.815137153	8.592446789	8.788755689	8.008233418	7.759864565	6.265692168	8.415351282	8.065450881	6.658501744	6.701385841	6.687306819	5.376782172	6.611015275	10.63090326	7.532564564	7.300469179	7.289705086	6.523921068	7.869538125	7.058274594	7.553535161	6.876005922	7.244663063	7.891467206	10.22545294	7.403528873	7.489081392	7.261162257	7.576518481	7.452277116	7.433283902	7.75317145	6.877940126	7.499364994	7.288101017	9.311458656	9.102038766	7.913684714	7.270464137	7.160186983	9.466316619	7.779029848	8.534379451	7.517520813	6.350953435	8.716947209
Hsa.1215	9.702972223	8.376023834	7.308471152	8.279415128	9.763245838	8.817628415	9.193869887	7.749495341	7.735854058	9.250568148	6.295293474	7.497428229	7.37300123	7.79656824	8.716947209	7.93619623	8.756738161	7.660780334	9.615239242	7.913684714	7.775353274	8.413309221	8.938852044	7.508565389	8.342436748	7.115102399	7.969530424	9.366127938	7.349076438	8.995340446	7.522585328	7.703578771	7.825552793	5.805304939	6.989973998	8.677464481	10.41931121	8.670120528	5.948838193	6.314678986	8.309614239	7.527287813	7.097344032	9.016974038	9.35816553	8.371641764	6.85221838	9.667253212	6.298010816	7.266398164	6.730469042
